MEAN,STD,SUM,FORMACION,Value,ColorCode,USO
5.83256181081,0.624557141544,17.4976854324,Bosque esclerofilo,10,#fbff13,Croplands / Grasslands
5.57421970367,0,5.57421970367,Matorral esclerofilo,6,#c6b044,Shrublands
0.781757891178,0,0.781757891178,Bosque esclerofilo,7,#c6b044,Shrublands
1.10921778953,0.651418121057,28.8396625277,Matorral esclerofilo,10,#fbff13,Croplands / Grasslands
0.917000591755,0,0.917000591755,Matorral esclerofilo,7,#c6b044,Shrublands
0.911254271865,0.41690521762,5.46752563119,Matorral esclerofilo,9,#fbff13,Croplands / Grasslands
2.92241358757,0,2.92241358757,Matorral esclerofilo,9,#fbff13,Croplands / Grasslands
1.41317885617,1.23011214575,8.47907313704,Matorral esclerofilo,9,#fbff13,Croplands / Grasslands
1.0036772571299999,0.719749119964,62.2279899418,Bosque esclerofilo,9,#fbff13,Croplands / Grasslands
1.76892948151,0,1.76892948151,Bosque esclerofilo,7,#c6b044,Shrublands
